stage,metric,mean,record_count,summary_path,summary_sha256,stages_path,stages_sha256
middle_10000_19999,adaptive_radius_base/global,0.388002272359,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_local_radius_std/global,0.0183208752951,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_radius_std/global,0.0,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_base_clamp_low_frac/global,0.0,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_base_clamp_high_frac/global,0.0,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_unclipped_radius_q05/global,0.362016036713,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_unclipped_radius_q25/global,0.377066714171,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_unclipped_radius_q50/global,0.389093195239,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_unclipped_radius_q75/global,0.40004447549,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_unclipped_radius_q95/global,0.411611047968,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_clipped_base_radius_q05/global,0.388002263576,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_clipped_base_radius_q25/global,0.388002272359,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_clipped_base_radius_q50/global,0.388002272359,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_clipped_base_radius_q75/global,0.388002272359,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_clipped_base_radius_q95/global,0.388002272177,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_0.5_clamp_low_frac/global,0.0,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_0.5_clamp_high_frac/global,0.0,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_1_clamp_low_frac/global,0.0,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_1_clamp_high_frac/global,0.0,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_2_clamp_low_frac/global,0.0,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_2_clamp_high_frac/global,1.0,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_0.5_radius_q50/global,0.194001136179,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_1_radius_q50/global,0.388002272359,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,adaptive_2_radius_q50/global,0.5,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,effective_neighbors_adaptive_0.5/global,49.6208117489,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,effective_neighbors_adaptive_1/global,53.3843517632,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,effective_neighbors_adaptive_2/global,53.9899108368,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,kernel_entropy_adaptive_0.5/global,0.969168268621,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,kernel_entropy_adaptive_1/global,0.988045054835,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
middle_10000_19999,kernel_entropy_adaptive_2/global,0.990891618532,1000,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
late_20000_29999,adaptive_neighbor_distance/global,0.89388949742,1001,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
late_20000_29999,adaptive_neighbor_distance_std/global,0.0452489438359,1001,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
late_20000_29999,adaptive_radius_base/global,0.388211258588,1001,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
late_20000_29999,adaptive_local_radius_std/global,0.0196513657262,1001,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
late_20000_29999,adaptive_radius_std/global,0.0,1001,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/summary.json,a43016058b96bc68ebb560de581d0dd53b7ba9048e4ada0b2a92276092b7c04b,reports/pr_dckd_v1_completion_2026-08-12/remote/mechanism/stages.csv,6f05119ef6e84935de9128ac20c59db2e00d9bb11fe406f469a9b6751f71e949
